IssueType,Id,Name,Summary,EpicName,EpicLink,Sprint,Team,Application,Flow,StoryPoints,TotalStories,TotalStoryPoints
Story,MULE2CAM-1-soap-webservice-security_1.4.0-SNAPSHOT-SignedSamlTokenServiceFlow,SignedSamlTokenServiceFlow,Migrate SignedSamlTokenServiceFlow from soap-webservice-security_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-soap-webservice-security_1.4.0-SNAPSHOT,1,Standard Team,soap-webservice-security_1.4.0-SNAPSHOT,SignedSamlTokenServiceFlow,5,null,null
Story,MULE2CAM-1-importing-a-csv-file-into-ms-sharepoint-importing-a-csv-file-into-ms-sharepointFlow,importing-a-csv-file-into-ms-sharepointFlow,Migrate importing-a-csv-file-into-ms-sharepointFlow from importing-a-csv-file-into-ms-sharepoint,null,MULE2CAM-EPIC-importing-a-csv-file-into-ms-sharepoint,1,Standard Team,importing-a-csv-file-into-ms-sharepoint,importing-a-csv-file-into-ms-sharepointFlow,3,null,null
Story,MULE2CAM-1-oauth2-client-credentials-using-the-HTTP-connector-httpclientcredentialsFlow,httpclientcredentialsFlow,Migrate httpclientcredentialsFlow from oauth2-client-credentials-using-the-HTTP-connector,null,MULE2CAM-EPIC-oauth2-client-credentials-using-the-HTTP-connector,1,Standard Team,oauth2-client-credentials-using-the-HTTP-connector,httpclientcredentialsFlow,3,null,null
Story,MULE2CAM-1-xml-only-soap-webservice_1.4.0-SNAPSHOT-admitPatientService,admitPatientService,Migrate admitPatientService from xml-only-soap-webservice_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-xml-only-soap-webservice_1.4.0-SNAPSHOT,1,Standard Team,xml-only-soap-webservice_1.4.0-SNAPSHOT,admitPatientService,3,null,null
Story,MULE2CAM-1-oauth2-client-credentials-using-the-HTTP-connector-http-client-credentialsFlow,http-client-credentialsFlow,Migrate http-client-credentialsFlow from oauth2-client-credentials-using-the-HTTP-connector,null,MULE2CAM-EPIC-oauth2-client-credentials-using-the-HTTP-connector,1,Standard Team,oauth2-client-credentials-using-the-HTTP-connector,http-client-credentialsFlow,2,null,null
Story,MULE2CAM-2-netsuite-data-retrieval_1.4.0-SNAPSHOT-get:/items:netsuite-api-config,get:/items:netsuite-api-config,Migrate get:/items:netsuite-api-config from netsuite-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-netsuite-data-retrieval_1.4.0-SNAPSHOT,2,Expert Team,netsuite-data-retrieval_1.4.0-SNAPSHOT,get:/items:netsuite-api-config,13,null,null
Story,MULE2CAM-2-sap-data-retrieval_1.4.0-SNAPSHOT-sap-api-main,sap-api-main,Migrate sap-api-main from sap-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-sap-data-retrieval_1.4.0-SNAPSHOT,2,Expert Team,sap-data-retrieval_1.4.0-SNAPSHOT,sap-api-main,8,null,null
Story,MULE2CAM-2-upload-to-ftp-after-converting-json-to-xml_1.4.0-SNAPSHOT-main,main,Migrate main from upload-to-ftp-after-converting-json-to-xml_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-upload-to-ftp-after-converting-json-to-xml_1.4.0-SNAPSHOT,2,Expert Team,upload-to-ftp-after-converting-json-to-xml_1.4.0-SNAPSHOT,main,8,null,null
Story,MULE2CAM-2-track-a-custom-business-event_1.4.0-SNAPSHOT-custom-business-eventsFlow1,custom-business-eventsFlow1,Migrate custom-business-eventsFlow1 from track-a-custom-business-event_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-track-a-custom-business-event_1.4.0-SNAPSHOT,2,Expert Team,track-a-custom-business-event_1.4.0-SNAPSHOT,custom-business-eventsFlow1,3,null,null
Story,MULE2CAM-2-filtering-a-message_1.4.0-SNAPSHOT-filteringFlow1,filteringFlow1,Migrate filteringFlow1 from filtering-a-message_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-filtering-a-message_1.4.0-SNAPSHOT,2,Senior Team,filtering-a-message_1.4.0-SNAPSHOT,filteringFlow1,8,null,null
Story,MULE2CAM-2-scatter-gather-flow-control_1.4.0-SNAPSHOT-scatter-gatherFlow,scatter-gatherFlow,Migrate scatter-gatherFlow from scatter-gather-flow-control_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-scatter-gather-flow-control_1.4.0-SNAPSHOT,2,Senior Team,scatter-gather-flow-control_1.4.0-SNAPSHOT,scatter-gatherFlow,8,null,null
Story,MULE2CAM-2-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2-OrderFlow_2,OrderFlow_2,Migrate OrderFlow_2 from processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,null,MULE2CAM-EPIC-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,2,Standard Team,processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,OrderFlow_2,8,null,null
Story,MULE2CAM-2-using-transactional-scope-in-jms-to-database_1.4.0-SNAPSHOT-transactionsFlow1,transactionsFlow1,Migrate transactionsFlow1 from using-transactional-scope-in-jms-to-database_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-using-transactional-scope-in-jms-to-database_1.4.0-SNAPSHOT,2,Standard Team,using-transactional-scope-in-jms-to-database_1.4.0-SNAPSHOT,transactionsFlow1,5,null,null
Story,MULE2CAM-2-legacy-modernization_1.4.0-SNAPSHOT-Fulfillment_LegacySystemModernization,Fulfillment_LegacySystemModernization,Migrate Fulfillment_LegacySystemModernization from legacy-modernization_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-legacy-modernization_1.4.0-SNAPSHOT,2,Standard Team,legacy-modernization_1.4.0-SNAPSHOT,Fulfillment_LegacySystemModernization,3,null,null
Story,MULE2CAM-2-proxying-a-soap-api_1.4.0-SNAPSHOT-main,main,Migrate main from proxying-a-soap-api_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-proxying-a-soap-api_1.4.0-SNAPSHOT,2,Standard Team,proxying-a-soap-api_1.4.0-SNAPSHOT,main,3,null,null
Story,MULE2CAM-2-dataweave-with-flowreflookup_1.4.0-SNAPSHOT-LookUpSalesRegionFlow,LookUpSalesRegionFlow,Migrate LookUpSalesRegionFlow from dataweave-with-flowreflookup_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-dataweave-with-flowreflookup_1.4.0-SNAPSHOT,2,Standard Team,dataweave-with-flowreflookup_1.4.0-SNAPSHOT,LookUpSalesRegionFlow,2,null,null
Story,MULE2CAM-2-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-currency-main,currency-main,Migrate currency-main from processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT,2,Standard Team,processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT,currency-main,2,null,null
Story,MULE2CAM-3-import-contacts-into-salesforce_1.4.0-SNAPSHOT-Contacts_to_SFDC,Contacts_to_SFDC,Migrate Contacts_to_SFDC from import-contacts-into-salesforce_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-import-contacts-into-salesforce_1.4.0-SNAPSHOT,3,Expert Team,import-contacts-into-salesforce_1.4.0-SNAPSHOT,Contacts_to_SFDC,8,null,null
Story,MULE2CAM-3-sending-a-csv-file-through-email-using-smtp_1.4.0-SNAPSHOT-csv-to-smtpFlow,csv-to-smtpFlow,Migrate csv-to-smtpFlow from sending-a-csv-file-through-email-using-smtp_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-sending-a-csv-file-through-email-using-smtp_1.4.0-SNAPSHOT,3,Expert Team,sending-a-csv-file-through-email-using-smtp_1.4.0-SNAPSHOT,csv-to-smtpFlow,8,null,null
Story,MULE2CAM-3-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT-loan-broker-sync,loan-broker-sync,Migrate loan-broker-sync from foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,3,Expert Team,foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,loan-broker-sync,5,null,null
Story,MULE2CAM-3-netsuite-data-retrieval_1.4.0-SNAPSHOT-get:/oportunities:netsuite-api-config,get:/oportunities:netsuite-api-config,Migrate get:/oportunities:netsuite-api-config from netsuite-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-netsuite-data-retrieval_1.4.0-SNAPSHOT,3,Senior Team,netsuite-data-retrieval_1.4.0-SNAPSHOT,get:/oportunities:netsuite-api-config,13,null,null
Story,MULE2CAM-3-websphere-mq_1.4.0-SNAPSHOT-Input,Input,Migrate Input from websphere-mq_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-websphere-mq_1.4.0-SNAPSHOT,3,Senior Team,websphere-mq_1.4.0-SNAPSHOT,Input,8,null,null
Story,MULE2CAM-3-cache-scope-with-fibonacci_1.4.0-SNAPSHOT-cache-exampleFlow1,cache-exampleFlow1,Migrate cache-exampleFlow1 from cache-scope-with-fibonacci_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-cache-scope-with-fibonacci_1.4.0-SNAPSHOT,3,Standard Team,cache-scope-with-fibonacci_1.4.0-SNAPSHOT,cache-exampleFlow1,5,null,null
Story,MULE2CAM-3-addition-using-javascript-transformer_1.4.0-SNAPSHOT-javascript-calculatorFlow1,javascript-calculatorFlow1,Migrate javascript-calculatorFlow1 from addition-using-javascript-transformer_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-addition-using-javascript-transformer_1.4.0-SNAPSHOT,3,Standard Team,addition-using-javascript-transformer_1.4.0-SNAPSHOT,javascript-calculatorFlow1,3,null,null
Story,MULE2CAM-3-login-form-using-the-http-connector_1.4.0-SNAPSHOT-DoLoginFlow,DoLoginFlow,Migrate DoLoginFlow from login-form-using-the-http-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-login-form-using-the-http-connector_1.4.0-SNAPSHOT,3,Standard Team,login-form-using-the-http-connector_1.4.0-SNAPSHOT,DoLoginFlow,3,null,null
Story,MULE2CAM-3-querying-a-db-and-attaching-results-to-an-email_1.4.0-SNAPSHOT-attachmentsFlow1,attachmentsFlow1,Migrate attachmentsFlow1 from querying-a-db-and-attaching-results-to-an-email_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-querying-a-db-and-attaching-results-to-an-email_1.4.0-SNAPSHOT,3,Standard Team,querying-a-db-and-attaching-results-to-an-email_1.4.0-SNAPSHOT,attachmentsFlow1,3,null,null
Story,MULE2CAM-3-exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT-retrieveAllPersonsFlow,retrieveAllPersonsFlow,Migrate retrieveAllPersonsFlow from exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,3,Standard Team,exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,retrieveAllPersonsFlow,2,null,null
Story,MULE2CAM-3-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2-currency-main,currency-main,Migrate currency-main from processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,null,MULE2CAM-EPIC-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,3,Standard Team,processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,currency-main,2,null,null
Story,MULE2CAM-4-importing-an-email-attachment-using-the-POP3-connector_1.4.0-SNAPSHOT-pop-to-xmlFlow1,pop-to-xmlFlow1,Migrate pop-to-xmlFlow1 from importing-an-email-attachment-using-the-POP3-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-importing-an-email-attachment-using-the-POP3-connector_1.4.0-SNAPSHOT,4,Expert Team,importing-an-email-attachment-using-the-POP3-connector_1.4.0-SNAPSHOT,pop-to-xmlFlow1,8,null,null
Story,MULE2CAM-4-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-orderProxy,orderProxy,Migrate orderProxy from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,4,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,orderProxy,8,null,null
Story,MULE2CAM-4-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-priceService,priceService,Migrate priceService from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,4,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,priceService,5,null,null
Story,MULE2CAM-4-rest-api-with-apikit_1.4.0-SNAPSHOT-put:/teams/{teamId}:leagues-config,put:/teams/{teamId}:leagues-config,Migrate put:/teams/{teamId}:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,4,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,put:/teams/{teamId}:leagues-config,13,null,null
Story,MULE2CAM-4-get-customer-list-from-netsuite_1.4.0-SNAPSHOT-get-customer-list-from-netsuiteFlow,get-customer-list-from-netsuiteFlow,Migrate get-customer-list-from-netsuiteFlow from get-customer-list-from-netsuite_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-get-customer-list-from-netsuite_1.4.0-SNAPSHOT,4,Senior Team,get-customer-list-from-netsuite_1.4.0-SNAPSHOT,get-customer-list-from-netsuiteFlow,5,null,null
Story,MULE2CAM-4-dataweave-with-flowreflookup_1.4.0-SNAPSHOT-CreateNewSalesforceAccountFlow,CreateNewSalesforceAccountFlow,Migrate CreateNewSalesforceAccountFlow from dataweave-with-flowreflookup_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-dataweave-with-flowreflookup_1.4.0-SNAPSHOT,4,Standard Team,dataweave-with-flowreflookup_1.4.0-SNAPSHOT,CreateNewSalesforceAccountFlow,5,null,null
Story,MULE2CAM-4-authenticating-salesforce-using-oauth2_1.4.0-SNAPSHOT-salesforce-oauthFlow1,salesforce-oauthFlow1,Migrate salesforce-oauthFlow1 from authenticating-salesforce-using-oauth2_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-authenticating-salesforce-using-oauth2_1.4.0-SNAPSHOT,4,Standard Team,authenticating-salesforce-using-oauth2_1.4.0-SNAPSHOT,salesforce-oauthFlow1,3,null,null
Story,MULE2CAM-4-mule-component-bindings-StockServiceFlow,StockServiceFlow,Migrate StockServiceFlow from mule-component-bindings,null,MULE2CAM-EPIC-mule-component-bindings,4,Standard Team,mule-component-bindings,StockServiceFlow,3,null,null
Story,MULE2CAM-4-salesforce-data-retrieval_1.4.0-SNAPSHOT-salesforceDataRetrievalFlow,salesforceDataRetrievalFlow,Migrate salesforceDataRetrievalFlow from salesforce-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-salesforce-data-retrieval_1.4.0-SNAPSHOT,4,Standard Team,salesforce-data-retrieval_1.4.0-SNAPSHOT,salesforceDataRetrievalFlow,3,null,null
Story,MULE2CAM-4-hello-world_1.4.0-SNAPSHOT-HelloWorldFlow1,HelloWorldFlow1,Migrate HelloWorldFlow1 from hello-world_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-hello-world_1.4.0-SNAPSHOT,4,Standard Team,hello-world_1.4.0-SNAPSHOT,HelloWorldFlow1,2,null,null
Story,MULE2CAM-4-proxying-a-rest-api_1.4.0-SNAPSHOT-rest-api-proxy,rest-api-proxy,Migrate rest-api-proxy from proxying-a-rest-api_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-proxying-a-rest-api_1.4.0-SNAPSHOT,4,Standard Team,proxying-a-rest-api_1.4.0-SNAPSHOT,rest-api-proxy,2,null,null
Story,MULE2CAM-5-jms-message-rollback-and-redelivery_1.4.0-SNAPSHOT-JMSRedeliver,JMSRedeliver,Migrate JMSRedeliver from jms-message-rollback-and-redelivery_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-jms-message-rollback-and-redelivery_1.4.0-SNAPSHOT,5,Expert Team,jms-message-rollback-and-redelivery_1.4.0-SNAPSHOT,JMSRedeliver,8,null,null
Story,MULE2CAM-5-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-orderService,orderService,Migrate orderService from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,5,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,orderService,8,null,null
Story,MULE2CAM-5-web-service-consumer_1.4.0-SNAPSHOT-listInventory,listInventory,Migrate listInventory from web-service-consumer_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-web-service-consumer_1.4.0-SNAPSHOT,5,Expert Team,web-service-consumer_1.4.0-SNAPSHOT,listInventory,5,null,null
Story,MULE2CAM-5-rest-api-with-apikit_1.4.0-SNAPSHOT-put:/fixture/{homeTeamId}/{awayTeamId}:leagues-config,put:/fixture/{homeTeamId}/{awayTeamId}:leagues-config,Migrate put:/fixture/{homeTeamId}/{awayTeamId}:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,5,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,put:/fixture/{homeTeamId}/{awayTeamId}:leagues-config,13,null,null
Story,MULE2CAM-5-websphere-mq_1.4.0-SNAPSHOT-MessageProcessor,MessageProcessor,Migrate MessageProcessor from websphere-mq_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-websphere-mq_1.4.0-SNAPSHOT,5,Senior Team,websphere-mq_1.4.0-SNAPSHOT,MessageProcessor,5,null,null
Story,MULE2CAM-5-exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT-storePersonFlow,storePersonFlow,Migrate storePersonFlow from exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,5,Standard Team,exposing-a-restful-resource-using-the-HTTP-connector_1.4.0-SNAPSHOT,storePersonFlow,5,null,null
Story,MULE2CAM-5-cache-scope-with-fibonacci_1.4.0-SNAPSHOT-calculateFibonacci,calculateFibonacci,Migrate calculateFibonacci from cache-scope-with-fibonacci_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-cache-scope-with-fibonacci_1.4.0-SNAPSHOT,5,Standard Team,cache-scope-with-fibonacci_1.4.0-SNAPSHOT,calculateFibonacci,3,null,null
Story,MULE2CAM-5-mule-expression-language-basics_1.4.0-SNAPSHOT-greetingFlow2,greetingFlow2,Migrate greetingFlow2 from mule-expression-language-basics_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-mule-expression-language-basics_1.4.0-SNAPSHOT,5,Standard Team,mule-expression-language-basics_1.4.0-SNAPSHOT,greetingFlow2,3,null,null
Story,MULE2CAM-5-sending-json-data-to-a-amqp-queue_1.4.0-SNAPSHOT-json-to-rabbitmqFlow,json-to-rabbitmqFlow,Migrate json-to-rabbitmqFlow from sending-json-data-to-a-amqp-queue_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-sending-json-data-to-a-amqp-queue_1.4.0-SNAPSHOT,5,Standard Team,sending-json-data-to-a-amqp-queue_1.4.0-SNAPSHOT,json-to-rabbitmqFlow,3,null,null
Story,MULE2CAM-5-http-login-html-form-httpRenderFlow,httpRenderFlow,Migrate httpRenderFlow from http-login-html-form,null,MULE2CAM-EPIC-http-login-html-form,5,Standard Team,http-login-html-form,httpRenderFlow,2,null,null
Story,MULE2CAM-5-querying-a-mysql-database_1.4.0-SNAPSHOT-database-to-jsonFlow,database-to-jsonFlow,Migrate database-to-jsonFlow from querying-a-mysql-database_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-querying-a-mysql-database_1.4.0-SNAPSHOT,5,Standard Team,querying-a-mysql-database_1.4.0-SNAPSHOT,database-to-jsonFlow,2,null,null
Story,MULE2CAM-6-netsuite-data-retrieval_1.4.0-SNAPSHOT-netsuite-api-main,netsuite-api-main,Migrate netsuite-api-main from netsuite-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-netsuite-data-retrieval_1.4.0-SNAPSHOT,6,Expert Team,netsuite-data-retrieval_1.4.0-SNAPSHOT,netsuite-api-main,8,null,null
Story,MULE2CAM-6-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-inhouseOrder,inhouseOrder,Migrate inhouseOrder from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,6,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,inhouseOrder,8,null,null
Story,MULE2CAM-6-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT-TheCreditAgencyService,TheCreditAgencyService,Migrate TheCreditAgencyService from foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,6,Expert Team,foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,TheCreditAgencyService,3,null,null
Story,MULE2CAM-6-rest-api-with-apikit_1.4.0-SNAPSHOT-post:/teams:leagues-config,post:/teams:leagues-config,Migrate post:/teams:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,6,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,post:/teams:leagues-config,13,null,null
Story,MULE2CAM-6-scatter-gather-flow-control_1.4.0-SNAPSHOT-outboundFlow,outboundFlow,Migrate outboundFlow from scatter-gather-flow-control_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-scatter-gather-flow-control_1.4.0-SNAPSHOT,6,Senior Team,scatter-gather-flow-control_1.4.0-SNAPSHOT,outboundFlow,3,null,null
Story,MULE2CAM-6-import-contacts-into-ms-dynamics_1.4.0-SNAPSHOT-crm-create-account,crm-create-account,Migrate crm-create-account from import-contacts-into-ms-dynamics_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-import-contacts-into-ms-dynamics_1.4.0-SNAPSHOT,6,Standard Team,import-contacts-into-ms-dynamics_1.4.0-SNAPSHOT,crm-create-account,5,null,null
Story,MULE2CAM-6-content-based-routing_1.4.0-SNAPSHOT-content-based-routingFlow,content-based-routingFlow,Migrate content-based-routingFlow from content-based-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-content-based-routing_1.4.0-SNAPSHOT,6,Standard Team,content-based-routing_1.4.0-SNAPSHOT,content-based-routingFlow,3,null,null
Story,MULE2CAM-6-mule-expression-language-basics_1.4.0-SNAPSHOT-docs-greetingFlow3,docs-greetingFlow3,Migrate docs-greetingFlow3 from mule-expression-language-basics_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-mule-expression-language-basics_1.4.0-SNAPSHOT,6,Standard Team,mule-expression-language-basics_1.4.0-SNAPSHOT,docs-greetingFlow3,3,null,null
Story,MULE2CAM-6-sending-json-data-to-a-jms-queue_1.4.0-SNAPSHOT-json-to-jmsFlow,json-to-jmsFlow,Migrate json-to-jmsFlow from sending-json-data-to-a-jms-queue_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-sending-json-data-to-a-jms-queue_1.4.0-SNAPSHOT,6,Standard Team,sending-json-data-to-a-jms-queue_1.4.0-SNAPSHOT,json-to-jmsFlow,3,null,null
Story,MULE2CAM-6-http-oauth-provider-redirectFlow,redirectFlow,Migrate redirectFlow from http-oauth-provider,null,MULE2CAM-EPIC-http-oauth-provider,6,Standard Team,http-oauth-provider,redirectFlow,2,null,null
